Unnamed: 0,filename,LE_left,LE_top,LE_right,LE_bottom,RE_left,RE_top,RE_right,RE_bottom,lx,ly,rx,ry,relative_lx,relative_ly,relative_rx,relative_ry
8,068/0/2022-11-09 12:13:14.505155-32454.jpg,121,511,352,607,598,497,833,598,1,1,1,1,-120,-510,-597,-496
9,068/0/2022-11-09 12:11:15.462367-13517.jpg,123,506,351,599,600,492,833,589,1,1,1,1,-122,-505,-599,-491
10,068/0/2022-11-09 12:13:09.190401-31621.jpg,120,495,353,597,603,481,833,586,239,530,731,504,119,35,128,23
11,068/0/2022-11-09 12:09:59.111017-1322.jpg,119,492,348,590,603,484,828,582,228,531,719,512,109,39,116,28
12,068/0/2022-11-09 12:11:49.428069-18927.jpg,122,489,355,592,605,476,833,582,254,526,744,503,132,37,139,27
13,068/0/2022-11-09 12:11:34.134068-16494.jpg,121,494,353,592,605,483,836,583,233,528,720,504,112,34,115,21
14,068/0/2022-11-09 12:12:17.816567-23448.jpg,122,503,355,600,601,490,835,591,230,530,727,510,108,27,126,20
15,068/0/2022-11-09 12:12:17.157240-23343.jpg,121,491,354,595,605,476,833,584,214,524,709,501,93,33,104,25
16,068/0/2022-11-09 12:10:36.742654-7342.jpg,119,487,349,588,601,480,825,580,258,526,749,510,139,39,148,30
17,068/0/2022-11-09 12:13:44.646049-37237.jpg,124,503,356,602,601,492,834,593,218,548,714,521,94,45,113,29
18,068/0/2022-11-09 12:13:48.557746-37862.jpg,122,498,354,598,604,485,833,587,235,534,723,510,113,36,119,25
19,068/0/2022-11-09 12:10:05.794892-2391.jpg,116,489,345,587,601,481,824,579,225,531,712,510,109,42,111,29
20,068/0/2022-11-09 12:10:40.941834-8014.jpg,120,490,350,592,602,483,829,583,226,527,719,509,106,37,117,26
21,068/0/2022-11-09 12:11:39.395386-17329.jpg,120,501,354,600,602,489,836,591,232,545,723,516,112,44,121,27
22,068/0/2022-11-09 12:13:31.343760-35116.jpg,122,498,355,599,604,485,833,589,233,534,722,511,111,36,118,26
23,068/0/2022-11-09 12:10:36.747468-7343.jpg,120,486,350,587,601,480,826,579,259,530,750,511,139,44,149,31
24,068/0/2022-11-09 12:13:23.931654-33930.jpg,120,498,355,599,602,483,833,589,231,533,722,512,111,35,120,29
25,068/0/2022-11-09 12:13:50.540436-38180.jpg,123,497,355,597,604,486,833,588,231,535,722,512,108,38,118,26
26,068/0/2022-11-09 12:12:14.559747-22927.jpg,124,500,358,600,602,487,834,591,241,539,734,518,117,39,132,31
27,068/0/2022-11-09 12:11:40.809683-17555.jpg,121,493,353,593,605,482,836,584,234,532,727,510,113,39,122,28
28,068/0/2022-11-09 12:12:44.654773-27697.jpg,119,489,352,592,603,478,832,582,231,523,722,498,112,34,119,20
29,068/0/2022-11-09 12:11:44.166034-18092.jpg,121,493,354,594,604,481,835,585,243,523,729,502,122,30,125,21
30,068/0/2022-11-09 12:12:33.084472-25888.jpg,120,493,352,595,603,478,833,584,234,533,725,509,114,40,122,31
31,068/0/2022-11-09 12:13:05.746643-31071.jpg,118,497,351,598,603,483,834,587,232,532,725,510,114,35,122,27
32,068/0/2022-11-09 12:13:30.987514-35059.jpg,121,498,354,599,602,484,832,589,236,535,724,512,115,37,122,28
33,068/0/2022-11-09 12:10:29.232947-6138.jpg,117,490,344,587,600,485,826,579,228,530,720,510,111,40,120,25
34,068/0/2022-11-09 12:11:03.329429-11576.jpg,121,496,351,594,603,485,834,585,230,526,724,506,109,30,121,21
35,068/0/2022-11-09 12:12:54.655848-29290.jpg,121,493,352,594,604,481,834,584,219,523,707,497,98,30,103,16
36,068/0/2022-11-09 12:11:06.402387-12068.jpg,119,489,349,591,604,476,832,581,217,519,710,499,98,30,106,23
37,068/0/2022-11-09 12:10:43.187031-8361.jpg,121,505,350,597,600,493,831,589,1,1,1,1,-120,-504,-599,-492
38,068/0/2022-11-09 12:11:09.352850-12540.jpg,123,502,353,597,600,491,833,587,1,1,1,1,-122,-501,-599,-490
39,068/0/2022-11-09 12:13:45.192692-37324.jpg,123,497,356,599,604,486,833,590,233,534,724,509,110,37,120,23
40,068/0/2022-11-09 12:11:11.853683-12940.jpg,121,490,352,591,602,478,831,581,250,520,739,500,129,30,137,22
41,068/0/2022-11-09 12:10:21.051387-4832.jpg,118,487,347,588,602,480,829,579,231,532,719,512,113,45,117,32
42,068/0/2022-11-09 12:11:06.879607-12144.jpg,119,489,348,588,602,477,831,578,218,519,708,497,99,30,106,20
43,068/0/2022-11-09 12:11:49.843157-18993.jpg,123,489,357,592,606,476,835,582,253,523,743,501,130,34,137,25
44,068/0/2022-11-09 12:11:59.379080-20509.jpg,121,488,355,592,606,473,834,583,231,518,723,497,110,30,117,24
45,068/0/2022-11-09 12:12:12.624739-22613.jpg,121,498,350,598,601,485,832,587,221,534,714,512,100,36,113,27
46,068/0/2022-11-09 12:12:19.905374-23782.jpg,122,490,356,594,605,477,834,585,240,525,730,504,118,35,125,27
47,068/0/2022-11-09 12:13:03.658474-30737.jpg,120,497,353,598,604,483,835,587,229,533,723,506,109,36,119,23
48,068/0/2022-11-09 12:13:25.711582-34215.jpg,119,498,352,599,600,485,833,588,231,534,724,511,112,36,124,26
49,068/0/2022-11-09 12:12:55.175627-29380.jpg,120,493,355,596,604,478,835,585,231,532,725,510,111,39,121,32
0,069/0/2022-11-09 14:39:36.689230-32538.jpg,162,457,394,571,623,442,842,559,274,493,749,489,112,36,126,47
1,069/0/2022-11-09 14:40:26.298839-40436.jpg,172,472,402,579,630,465,849,578,256,528,727,521,84,56,97,56
2,069/0/2022-11-09 14:38:30.436508-21989.jpg,157,465,388,574,618,446,838,559,272,503,744,497,115,38,126,51
3,069/0/2022-11-09 14:40:11.561561-38084.jpg,168,465,394,575,626,452,844,568,251,513,729,506,83,48,103,54
4,069/0/2022-11-09 14:39:06.654647-27744.jpg,157,457,388,568,619,439,838,553,277,495,748,490,120,38,129,51
5,069/0/2022-11-09 14:38:02.938513-17641.jpg,160,470,389,578,616,449,837,563,271,511,749,502,111,41,133,53
6,069/0/2022-11-09 14:38:12.192378-19077.jpg,156,469,387,579,616,449,835,563,273,511,745,501,117,42,129,52
7,069/0/2022-11-09 14:39:12.006476-28594.jpg,161,469,390,579,619,454,840,567,273,510,745,506,112,41,126,52
8,069/0/2022-11-09 14:38:38.144866-23213.jpg,155,464,385,575,615,446,835,560,258,506,731,499,103,42,116,53
9,069/0/2022-11-09 14:37:53.890550-16195.jpg,156,476,385,585,616,457,837,575,268,524,745,515,112,48,129,58
10,069/0/2022-11-09 14:37:37.396908-13558.jpg,153,470,382,583,611,448,830,567,265,513,742,500,112,43,131,52
11,069/0/2022-11-09 14:37:34.659036-13120.jpg,154,471,383,583,613,452,831,570,269,513,741,504,115,42,128,52
12,069/0/2022-11-09 14:38:06.239269-18143.jpg,158,462,387,568,614,446,833,553,301,497,780,487,143,35,166,41
13,069/0/2022-11-09 14:37:20.721312-10905.jpg,151,473,382,583,611,450,830,567,285,511,767,500,134,38,156,50
14,069/0/2022-11-09 14:36:58.936497-7426.jpg,149,473,377,583,604,451,820,566,294,513,776,502,145,40,172,51
15,069/0/2022-11-09 14:37:10.405334-9257.jpg,155,473,383,584,611,449,828,565,269,511,743,500,114,38,132,51
16,069/0/2022-11-09 14:40:04.695385-36986.jpg,171,468,397,578,625,456,843,571,275,512,746,508,104,44,121,52
17,069/0/2022-11-09 14:37:12.146912-9535.jpg,153,477,381,588,609,451,828,570,268,514,741,502,115,37,132,51
18,069/0/2022-11-09 14:37:59.881333-17151.jpg,157,470,385,580,615,450,836,566,271,512,746,502,114,42,131,52
19,069/0/2022-11-09 14:37:26.920849-11899.jpg,153,471,382,583,607,447,825,566,261,510,737,499,108,39,130,52
20,069/0/2022-11-09 14:40:09.548192-37759.jpg,173,475,399,582,628,465,845,577,276,514,746,510,103,39,118,45
21,069/0/2022-11-09 14:37:47.229715-15130.jpg,162,473,386,583,615,448,833,566,269,517,742,502,107,44,127,54
22,069/0/2022-11-09 14:38:26.993430-21441.jpg,155,464,384,575,612,444,832,559,258,510,733,499,103,46,121,55
23,069/0/2022-11-09 14:36:21.542555-1447.jpg,132,472,349,577,577,447,789,554,228,517,701,496,96,45,124,49
24,069/0/2022-11-09 14:37:19.383862-10693.jpg,151,476,379,586,608,450,828,567,268,511,742,501,117,35,134,51
25,069/0/2022-11-09 14:39:41.604039-33325.jpg,164,475,391,583,623,461,845,577,272,520,744,513,108,45,121,52
26,069/0/2022-11-09 14:39:27.144534-31005.jpg,164,467,391,578,622,453,843,569,272,511,751,504,108,44,129,51
27,069/0/2022-11-09 14:40:10.152305-37859.jpg,169,474,395,581,628,460,847,573,276,516,751,510,107,42,123,50
28,069/0/2022-11-09 14:39:00.629124-26781.jpg,167,477,392,584,622,459,842,575,271,527,748,515,104,50,126,56
29,069/0/2022-11-09 14:36:40.112738-4418.jpg,146,471,371,582,603,452,822,567,258,517,733,501,112,46,130,49
30,069/0/2022-11-09 14:36:40.687718-4510.jpg,150,481,374,590,600,459,817,573,260,518,733,503,110,37,133,44
31,069/0/2022-11-09 14:37:49.753016-15533.jpg,159,473,388,583,615,449,836,567,271,513,743,502,112,40,128,53
32,069/0/2022-11-09 14:38:00.876049-17311.jpg,154,474,383,584,615,454,837,572,269,518,744,512,115,44,129,58
33,069/0/2022-11-09 14:37:58.082700-16859.jpg,155,470,384,580,615,451,835,565,269,512,743,502,114,42,128,51
34,069/0/2022-11-09 14:37:28.520284-12148.jpg,152,464,380,576,609,442,826,558,255,496,723,484,103,32,114,42
35,069/0/2022-11-09 14:39:26.489050-30907.jpg,161,463,395,574,620,446,840,561,275,497,745,491,114,34,125,45
36,069/0/2022-11-09 14:38:57.522005-26275.jpg,160,472,387,579,619,459,839,569,272,512,746,505,112,40,127,46
37,069/0/2022-11-09 14:36:39.812745-4370.jpg,155,486,372,586,601,463,819,573,258,518,734,515,103,32,133,52
38,069/0/2022-11-09 14:38:14.517758-19449.jpg,153,467,384,574,618,453,838,563,271,511,746,503,118,44,128,50
39,069/0/2022-11-09 14:40:07.795720-37482.jpg,174,469,399,577,629,459,846,571,275,512,749,509,101,43,120,50
40,069/0/2022-11-09 14:39:26.298504-30876.jpg,165,463,399,575,624,448,843,564,278,496,753,498,113,33,129,50
41,069/0/2022-11-09 14:37:43.594359-14549.jpg,152,463,384,576,611,442,828,561,269,496,740,490,117,33,129,48
42,069/0/2022-11-09 14:39:57.140816-35796.jpg,164,469,392,578,622,456,843,569,277,510,748,505,113,41,126,49
43,069/0/2022-11-09 14:36:19.105621-1056.jpg,131,471,352,576,579,439,789,549,242,514,714,494,111,43,135,55
44,069/0/2022-11-09 14:39:49.186494-34527.jpg,173,473,400,580,629,460,846,572,293,516,766,509,120,43,137,49
45,069/0/2022-11-09 14:37:56.706316-16646.jpg,150,468,376,579,609,449,829,564,247,515,722,502,97,47,113,53
46,069/0/2022-11-09 14:40:16.103109-38805.jpg,175,479,399,583,626,462,845,575,301,519,771,519,126,40,145,57
47,069/0/2022-11-09 14:38:49.351948-24977.jpg,161,475,387,584,612,453,828,570,258,505,728,503,97,30,116,50
48,069/0/2022-11-09 14:37:29.717402-12339.jpg,155,475,382,586,611,451,830,570,264,510,742,503,109,35,131,52
49,069/0/2022-11-09 14:37:06.867142-8695.jpg,152,476,383,588,613,456,833,577,264,516,738,510,112,40,125,54
0,070/0/2022-11-11 16:09:47.639571-35742.jpg,222,419,467,523,700,423,915,533,346,447,832,456,124,28,132,33
1,070/0/2022-11-11 16:10:02.479517-38108.jpg,211,416,459,526,698,415,915,533,320,443,804,454,109,27,106,39
2,070/0/2022-11-11 16:09:16.484744-30758.jpg,228,412,474,518,708,419,919,531,352,442,837,454,124,30,129,35
3,070/0/2022-11-11 16:06:36.479014-5215.jpg,218,415,462,525,697,416,914,534,335,443,824,448,117,28,127,32
4,070/0/2022-11-11 16:09:38.838162-34334.jpg,229,413,476,518,706,419,918,530,350,443,835,454,121,30,129,35
5,070/0/2022-11-11 16:08:22.384410-22110.jpg,216,414,465,524,699,411,914,531,324,444,810,454,108,30,111,43
6,070/0/2022-11-11 16:08:53.143663-27024.jpg,218,424,464,530,697,427,914,541,344,449,831,460,126,25,134,33
7,070/0/2022-11-11 16:07:05.127062-9784.jpg,226,427,467,534,700,426,915,544,346,457,835,466,120,30,135,40
8,070/0/2022-11-11 16:08:54.549960-27249.jpg,221,408,467,517,702,412,916,526,342,434,825,445,121,26,123,33
9,070/0/2022-11-11 16:07:16.134642-11543.jpg,229,411,477,521,707,414,918,534,347,439,836,449,118,28,129,35
10,070/0/2022-11-11 16:07:36.137678-14742.jpg,226,416,474,523,706,417,918,534,351,439,838,452,125,23,132,35
11,070/0/2022-11-11 16:09:43.026468-35004.jpg,223,417,468,521,702,420,915,532,348,452,834,462,125,35,132,42
12,070/0/2022-11-11 16:07:52.828095-17412.jpg,231,417,480,524,707,423,919,538,352,452,840,463,121,35,133,40
13,070/0/2022-11-11 16:08:13.903777-20753.jpg,227,410,477,523,707,415,918,535,349,442,837,454,122,32,130,39
14,070/0/2022-11-11 16:07:07.870728-10223.jpg,229,419,472,525,703,424,917,538,353,446,842,454,124,27,139,30
15,070/0/2022-11-11 16:06:35.273146-5021.jpg,220,409,466,524,699,411,915,533,345,436,833,441,125,27,134,30
16,070/0/2022-11-11 16:07:31.912296-14069.jpg,229,425,469,530,703,425,917,540,349,451,838,464,120,26,135,39
17,070/0/2022-11-11 16:08:23.226446-22245.jpg,220,416,465,524,699,420,915,533,335,444,823,455,115,28,124,35
18,070/0/2022-11-11 16:08:46.673803-25988.jpg,220,412,468,518,702,415,916,527,342,442,831,452,122,30,129,37
19,070/0/2022-11-11 16:08:35.213723-24157.jpg,221,417,467,523,700,419,914,532,343,451,833,464,122,34,133,45
20,070/0/2022-11-11 16:08:58.384742-27862.jpg,232,404,474,510,707,407,918,519,340,426,827,435,108,22,120,28
21,070/0/2022-11-11 16:09:22.819912-31771.jpg,228,410,476,516,709,419,920,532,357,443,840,453,129,33,131,34
22,070/0/2022-11-11 16:08:00.960737-18701.jpg,234,417,478,525,705,423,916,538,368,443,858,456,134,26,153,33
23,070/0/2022-11-11 16:07:33.016598-14242.jpg,228,416,474,523,704,419,917,534,353,438,837,449,125,22,133,30
24,070/0/2022-11-11 16:07:25.548646-13051.jpg,227,409,477,521,704,413,917,534,345,438,836,454,118,29,132,41
25,070/0/2022-11-11 16:08:47.864348-26179.jpg,227,415,469,521,700,420,914,532,358,446,850,455,131,31,150,35
26,070/0/2022-11-11 16:06:39.341678-5673.jpg,220,412,468,524,699,416,915,536,339,441,826,448,119,29,127,32
27,070/0/2022-11-11 16:08:07.308472-19710.jpg,224,415,473,525,704,414,917,536,335,441,824,455,111,26,120,41
28,070/0/2022-11-11 16:08:38.948144-24755.jpg,220,409,469,518,705,413,918,528,342,442,828,452,122,33,123,39
29,070/0/2022-11-11 16:06:24.576563-3311.jpg,215,427,459,539,692,424,911,546,325,453,814,455,110,26,122,31
30,070/0/2022-11-11 16:07:05.566529-9854.jpg,226,418,471,527,702,419,917,537,347,439,833,451,121,21,131,32
31,070/0/2022-11-11 16:07:05.651431-9868.jpg,226,416,472,524,704,419,917,536,344,441,832,450,118,25,128,31
32,070/0/2022-11-11 16:06:43.110286-6275.jpg,220,415,466,527,698,418,914,539,342,442,827,449,122,27,129,31
33,070/0/2022-11-11 16:09:26.544190-32364.jpg,227,409,473,515,705,416,917,528,350,443,838,456,123,34,133,40
34,070/0/2022-11-11 16:07:45.695469-16271.jpg,231,421,477,526,706,424,918,538,357,447,839,459,126,26,133,35
35,070/0/2022-11-11 16:10:15.665560-40217.jpg,214,420,459,528,699,419,916,534,336,448,822,455,122,28,123,36
36,070/0/2022-11-11 16:09:10.246314-29760.jpg,219,424,462,531,700,425,915,540,343,459,831,470,124,35,131,45
37,070/0/2022-11-11 16:07:41.382053-15581.jpg,232,413,480,522,709,420,919,536,350,439,839,452,118,26,130,32
38,070/0/2022-11-11 16:09:01.545820-28368.jpg,220,417,463,523,701,422,916,533,339,441,825,453,119,24,124,31
39,070/0/2022-11-11 16:09:09.049160-29560.jpg,220,413,468,519,703,416,917,527,343,443,830,454,123,30,127,38
40,070/0/2022-11-11 16:09:02.552341-28529.jpg,219,415,463,521,700,417,915,530,339,444,825,451,120,29,125,34
41,070/0/2022-11-11 16:07:21.267435-12365.jpg,228,415,476,523,707,418,918,535,350,439,832,449,122,24,125,31
42,070/0/2022-11-11 16:09:11.859338-30018.jpg,221,412,468,519,705,415,917,528,343,442,830,453,122,30,125,38
43,070/0/2022-11-11 16:08:25.067125-22539.jpg,218,417,463,525,700,418,916,532,338,445,827,453,120,28,127,35
44,070/0/2022-11-11 16:08:47.070579-26052.jpg,224,415,469,519,701,420,915,530,355,445,843,456,131,30,142,36
45,070/0/2022-11-11 16:10:05.399420-38575.jpg,215,413,461,522,697,414,914,529,324,437,810,447,109,24,113,33
46,070/0/2022-11-11 16:07:37.054797-14888.jpg,228,410,477,520,706,415,918,532,350,434,837,447,122,24,131,32
47,070/0/2022-11-11 16:09:33.539971-33486.jpg,223,407,471,512,701,407,915,522,340,436,825,448,117,29,124,41
48,070/0/2022-11-11 16:06:23.119741-3078.jpg,221,413,465,523,699,409,915,528,324,434,808,438,103,21,109,29
49,070/0/2022-11-11 16:07:05.658099-9869.jpg,227,417,472,526,703,419,917,537,346,441,832,451,119,24,129,32
0,071/0/2022-11-14 10:16:44.319853-1096.jpg,153,493,376,567,597,493,790,589,257,532,699,532,104,39,102,39
1,071/0/2022-11-14 10:18:23.522918-16912.jpg,169,512,388,580,604,510,798,603,296,545,732,547,127,33,128,37
2,071/0/2022-11-14 10:16:44.769929-1168.jpg,146,512,370,589,587,507,794,606,19,14,19,14,-127,-498,-568,-493
3,071/0/2022-11-14 10:16:44.522727-1128.jpg,152,489,376,570,597,490,793,591,262,532,703,531,110,43,106,41
4,071/0/2022-11-14 10:18:36.573546-18988.jpg,162,486,384,567,609,491,802,591,277,533,712,531,115,47,103,40
5,071/0/2022-11-14 10:16:37.573779-8.jpg,163,483,387,566,609,493,793,592,301,528,734,532,138,45,125,39
6,071/0/2022-11-14 10:19:17.781450-25576.jpg,169,512,384,579,609,508,798,603,271,539,711,543,102,27,102,35
7,071/0/2022-11-14 10:16:37.655188-28.jpg,148,485,381,569,597,485,791,586,289,526,722,523,141,41,125,38
8,071/0/2022-11-14 10:18:37.218966-19092.jpg,166,523,381,587,602,520,796,611,265,542,703,545,99,19,101,25
9,071/0/2022-11-14 10:16:38.269620-128.jpg,157,484,381,565,607,489,790,586,296,527,728,527,139,43,121,38
10,071/0/2022-11-14 10:20:37.627117-38252.jpg,171,510,383,582,610,511,805,605,267,543,704,546,96,33,94,35
11,071/0/2022-11-14 10:18:23.926000-16976.jpg,165,509,383,580,599,505,787,600,294,546,726,542,129,37,127,37
12,071/0/2022-11-14 10:16:40.171998-432.jpg,150,490,378,564,600,492,789,584,273,532,710,528,123,42,110,36
13,071/0/2022-11-14 10:17:42.375796-10364.jpg,155,507,376,579,594,500,788,597,254,542,693,536,99,35,99,36
14,071/0/2022-11-14 10:20:05.960268-33192.jpg,164,513,375,583,600,504,797,601,245,546,683,548,81,33,83,44
15,071/0/2022-11-14 10:18:43.095471-20032.jpg,159,512,378,578,600,502,790,601,259,544,701,540,100,32,101,38
16,071/0/2022-11-14 10:16:37.826339-56.jpg,152,482,383,564,606,484,798,581,296,522,727,527,144,40,121,43
17,071/0/2022-11-14 10:16:45.045435-1212.jpg,148,494,372,575,597,493,796,592,259,535,699,530,111,41,102,37
18,071/0/2022-11-14 10:20:11.239584-34032.jpg,174,500,393,576,618,500,818,602,292,531,729,539,118,31,111,39
19,071/0/2022-11-14 10:16:39.118938-264.jpg,155,489,384,569,601,488,789,588,293,530,729,530,138,41,128,42
20,071/0/2022-11-14 10:16:55.921981-2952.jpg,144,484,373,565,597,482,799,581,243,521,685,519,99,37,88,37
21,071/0/2022-11-14 10:16:41.445031-636.jpg,151,482,380,560,602,491,791,582,281,528,717,530,130,46,115,39
22,071/0/2022-11-14 10:16:39.998144-404.jpg,151,484,379,561,603,488,791,584,274,529,712,532,123,45,109,44
23,071/0/2022-11-14 10:17:43.051869-10472.jpg,158,512,374,578,597,505,792,597,270,551,705,545,112,39,108,40
24,071/0/2022-11-14 10:16:53.446283-2556.jpg,157,512,372,580,596,508,794,597,271,546,708,544,114,34,112,36
25,071/0/2022-11-14 10:18:08.339413-14504.jpg,158,490,377,571,600,487,794,590,263,528,702,528,105,38,102,41
26,071/0/2022-11-14 10:20:15.703893-34752.jpg,169,499,383,574,608,501,807,599,273,529,708,536,104,30,100,35
27,071/0/2022-11-14 10:19:03.469010-23288.jpg,154,489,379,568,604,492,797,592,257,530,695,531,103,41,91,39
28,071/0/2022-11-14 10:19:51.780800-30960.jpg,173,509,385,584,612,505,812,603,272,542,711,545,99,33,99,40
29,071/0/2022-11-14 10:16:44.247361-1084.jpg,148,500,372,568,593,496,782,589,257,533,695,532,109,33,102,36
30,071/0/2022-11-14 10:17:37.960091-9676.jpg,157,504,374,575,601,500,795,595,256,539,699,536,99,35,98,36
31,071/0/2022-11-14 10:17:44.398986-10688.jpg,161,495,377,577,600,488,798,593,1,1,1,1,-160,-494,-599,-487
32,071/0/2022-11-14 10:17:17.656271-6428.jpg,153,504,372,574,597,499,791,592,254,536,697,534,101,32,100,35
33,071/0/2022-11-14 10:16:44.594988-1140.jpg,153,494,373,571,599,491,797,588,262,533,702,529,109,39,103,38
34,071/0/2022-11-14 10:16:42.323408-776.jpg,147,490,374,568,596,491,789,587,273,530,712,529,126,40,116,38
35,071/0/2022-11-14 10:20:25.833209-36372.jpg,174,504,383,582,613,504,808,605,279,537,718,542,105,33,105,38
36,071/0/2022-11-14 10:16:51.070856-2176.jpg,144,496,367,575,591,490,794,591,222,538,665,533,78,42,74,43
37,071/0/2022-11-14 10:17:30.008387-8404.jpg,159,507,375,577,597,498,792,595,257,537,703,535,98,30,106,37
38,071/0/2022-11-14 10:18:18.041317-16036.jpg,169,507,379,577,604,503,796,598,265,542,704,540,96,35,100,37
39,071/0/2022-11-14 10:20:45.912042-39576.jpg,175,511,384,585,609,506,808,607,273,544,710,550,98,33,101,44
40,071/0/2022-11-14 10:19:20.807128-26060.jpg,170,510,387,583,606,508,800,605,289,543,722,545,119,33,116,37
41,071/0/2022-11-14 10:19:16.912451-25432.jpg,168,516,384,580,606,512,798,604,263,540,705,542,95,24,99,30
42,071/0/2022-11-14 10:20:34.256034-37720.jpg,174,510,384,581,610,510,805,605,270,544,708,547,96,34,98,37
43,071/0/2022-11-14 10:19:52.605867-31092.jpg,175,510,389,586,613,506,808,607,274,543,716,544,99,33,103,38
44,071/0/2022-11-14 10:17:12.980452-5680.jpg,156,498,374,573,599,494,792,591,259,538,699,533,103,40,100,39
45,071/0/2022-11-14 10:18:23.529333-16913.jpg,170,508,390,580,605,508,798,604,296,545,731,542,126,37,126,34
46,071/0/2022-11-14 10:17:36.521851-9446.jpg,156,515,374,581,596,505,789,600,258,539,697,536,102,24,101,31
47,071/0/2022-11-14 10:19:49.549207-30603.jpg,175,512,384,587,608,509,803,606,270,543,708,544,95,31,100,35
48,071/0/2022-11-14 10:17:50.138936-11605.jpg,164,506,379,576,601,500,794,598,262,542,704,541,98,36,103,41
49,071/0/2022-11-14 10:20:29.240133-36910.jpg,169,530,380,588,607,525,811,611,1,1,1,1,-168,-529,-606,-524
50,071/0/2022-11-14 10:18:12.574945-15180.jpg,168,506,382,577,603,503,794,599,264,541,703,541,96,35,100,38
51,071/0/2022-11-14 10:17:47.437096-11173.jpg,163,504,379,577,599,499,794,598,263,542,702,541,100,38,103,42
52,071/0/2022-11-14 10:19:12.858559-24788.jpg,164,510,384,580,606,506,795,605,267,542,707,540,103,32,101,34
53,071/0/2022-11-14 10:18:58.550571-22502.jpg,168,515,381,582,607,511,797,606,265,543,706,542,97,28,99,31
54,071/0/2022-11-14 10:20:13.437671-34390.jpg,168,502,383,580,608,501,806,603,269,535,707,537,101,33,99,36
55,071/0/2022-11-14 10:18:07.546895-14377.jpg,164,506,381,577,604,501,794,599,262,543,704,542,98,37,100,41
56,071/0/2022-11-14 10:20:43.901956-39255.jpg,173,513,381,580,611,515,811,604,251,546,690,545,78,33,79,30
57,071/0/2022-11-14 10:19:31.121149-27666.jpg,159,492,384,572,607,495,804,592,271,530,710,531,112,38,103,36
58,071/0/2022-11-14 10:19:06.313816-23744.jpg,161,496,387,573,607,497,801,597,284,529,725,532,123,33,118,35
59,071/0/2022-11-14 10:20:49.258675-40112.jpg,171,515,383,581,611,513,810,605,269,555,710,556,98,40,99,43
60,071/0/2022-11-14 10:20:21.686510-35710.jpg,175,514,382,586,609,511,807,608,275,542,712,547,100,28,103,36
61,071/0/2022-11-14 10:17:42.028801-10309.jpg,157,508,378,580,598,501,795,600,257,541,698,537,100,33,100,36
62,071/0/2022-11-14 10:17:35.384237-9264.jpg,155,504,375,575,601,498,795,594,256,539,699,533,101,35,98,35
63,071/0/2022-11-14 10:17:03.792555-4211.jpg,156,510,371,575,598,504,795,592,247,541,690,539,91,31,92,35
64,071/0/2022-11-14 10:17:34.140199-9065.jpg,155,509,375,580,597,501,794,599,258,539,700,536,103,30,103,35
65,071/0/2022-11-14 10:20:20.049515-35448.jpg,174,511,383,586,609,508,805,608,268,541,709,546,94,30,100,38
66,071/0/2022-11-14 10:16:49.620475-1944.jpg,146,494,369,573,593,489,793,590,223,538,664,532,77,44,71,43
67,071/0/2022-11-14 10:19:11.731993-24607.jpg,164,512,381,577,607,507,801,601,265,539,701,539,101,27,94,32
68,071/0/2022-11-14 10:20:22.248168-35800.jpg,175,510,382,587,608,509,805,607,271,542,712,544,96,32,104,35
69,071/0/2022-11-14 10:16:42.413114-791.jpg,148,492,376,567,596,492,790,586,273,529,713,530,125,37,117,38
70,071/0/2022-11-14 10:18:06.681601-14238.jpg,170,517,381,579,605,509,798,600,263,541,705,543,93,24,100,34
71,071/0/2022-11-14 10:17:21.938498-7112.jpg,159,506,376,578,598,500,793,595,260,539,701,537,101,33,103,37
72,071/0/2022-11-14 10:20:30.024649-37043.jpg,174,508,382,584,611,509,807,606,271,543,711,547,97,35,100,38
73,071/0/2022-11-14 10:20:23.581115-36012.jpg,171,514,383,586,606,512,805,609,276,546,714,552,105,32,108,40
74,071/0/2022-11-14 10:17:46.674046-11051.jpg,162,502,376,577,599,499,793,598,261,543,698,540,99,41,99,41
75,071/0/2022-11-14 10:20:49.250359-40110.jpg,172,511,383,581,612,510,811,604,268,551,711,555,96,40,99,45
76,071/0/2022-11-14 10:20:29.805367-37008.jpg,174,510,382,586,610,510,806,608,268,541,710,545,94,31,100,35
77,071/0/2022-11-14 10:20:43.157599-39136.jpg,173,506,383,582,609,508,804,605,270,544,710,546,97,38,101,38
78,071/0/2022-11-14 10:17:28.367302-8141.jpg,158,489,380,572,602,488,795,591,275,529,716,526,117,40,114,38
79,071/0/2022-11-14 10:19:44.757218-29846.jpg,168,510,383,586,604,503,798,605,269,541,708,545,101,31,104,42
80,071/0/2022-11-14 10:18:56.641151-22199.jpg,165,513,385,576,607,509,800,603,262,540,701,541,97,27,94,32
81,071/0/2022-11-14 10:18:21.963840-16657.jpg,168,507,380,578,603,502,795,599,264,545,705,544,96,38,102,42
82,071/0/2022-11-14 10:17:16.099981-6179.jpg,154,503,374,575,597,499,795,593,258,536,702,533,104,33,105,34
83,071/0/2022-11-14 10:17:10.657710-5308.jpg,150,502,374,576,596,497,796,595,259,537,700,533,109,35,104,36
84,071/0/2022-11-14 10:20:49.139842-40093.jpg,176,518,385,588,611,516,811,611,270,554,711,557,94,36,100,41
